num_sensitive,bm_size,r,p_degree,KLD_value,KLD_exec_time,CAHD_exec_time
10,1000,2,20,0.005012541823544414,1.5539162158966064,137.69927167892456
10,1000,2,20,0.0,2.6862170696258545,137.69927167892456
10,1000,2,20,0.0,3.9272620677948,137.69927167892456
10,1000,2,20,0.2254647258303958,5.16481351852417,137.69927167892456
10,1000,2,20,0.0,6.335827350616455,137.69927167892456
10,1000,4,20,0.14840526326264908,8.246512651443481,137.69927167892456
10,1000,4,20,1.722586679258375,16.411329746246338,137.69927167892456
10,1000,4,20,0.02844770099321779,24.54198169708252,137.69927167892456
10,1000,4,20,0.05007762149330688,32.690513610839844,137.69927167892456
10,1000,4,20,0.10806644829763523,40.732250452041626,137.69927167892456
10,1000,6,20,0.006269613013595395,47.61416959762573,137.69927167892456
10,1000,6,20,1.0517486744852227,95.53753137588501,137.69927167892456
10,1000,6,20,1.6541095589602353,146.09550786018372,137.69927167892456
10,1000,6,20,0.3346381230886915,195.85851502418518,137.69927167892456
10,1000,6,20,0.015310924311084698,248.27664923667908,137.69927167892456
10,1000,8,20,1.223800982140607,291.3052341938019,137.69927167892456
10,1000,8,20,0.022531172284571653,599.2153196334839,137.69927167892456
10,1000,8,20,0.2448747842291776,918.3291389942169,137.69927167892456
10,1000,8,20,0.1900004792723234,1186.925898551941,137.69927167892456
10,1000,8,20,0.1393004877478865,1448.765911579132,137.69927167892456
