num_sensitive,bm_size,r,p_degree,KLD_value,KLD_exec_time,CAHD_exec_time
20,1000,4,20,0.4857907614793372,19.79978609085083,182.2042458057404
20,1000,4,20,0.0,39.77871775627136,182.2042458057404
20,1000,4,20,1.7693718527356803,59.62494993209839,182.2042458057404
20,1000,4,20,0.1894466346657893,79.58768606185913,182.2042458057404
20,1000,4,20,3.252655459554569,99.87571811676024,182.2042458057404
20,1000,4,18,0.1571461661709937,21.66758966445923,278.52470088005066
20,1000,4,18,0.0,43.70834493637085,278.52470088005066
20,1000,4,18,0.0921763729805432,65.49172854423523,278.52470088005066
20,1000,4,18,3.3721564896400227,87.18618035316467,278.52470088005066
20,1000,4,18,0.3227505029724575,108.87202835083008,278.52470088005066
20,1000,4,16,0.0,21.743730068206787,252.44045209884644
20,1000,4,16,0.8275670058791417,43.39424896240234,252.44045209884644
20,1000,4,16,0.5518492271440514,65.21774387359619,252.44045209884644
20,1000,4,16,0.0,86.87102627754211,252.44045209884644
20,1000,4,16,0.3779020983222046,108.61069178581238,252.44045209884644
20,1000,4,14,0.8481779893915791,22.87922477722168,231.36497163772583
20,1000,4,14,0.0,45.907458543777466,231.36497163772583
20,1000,4,14,0.0563738496981049,68.77370285987854,231.36497163772583
20,1000,4,14,1.2141356458698247,91.675528049469,231.36497163772583
20,1000,4,14,0.5168673604709969,114.69536304473876,231.36497163772583
20,1000,4,12,0.2957632352166546,23.328227758407596,210.24743843078613
20,1000,4,12,1.3019932708603772,46.49328303337097,210.24743843078613
20,1000,4,12,2.962171446973497,69.72429299354553,210.24743843078613
20,1000,4,12,0.0168071183163811,93.07676339149477,210.24743843078613
20,1000,4,12,0.0,116.45101165771484,210.24743843078613
20,1000,4,10,1.0100648240473649,25.128082513809204,190.52506828308103
20,1000,4,10,0.641862582861897,50.079893827438354,190.52506828308103
20,1000,4,10,0.0,75.26201057434082,190.52506828308103
20,1000,4,10,2.3494970221517053,100.23114514350893,190.52506828308103
20,1000,4,10,3.4714646381651413,125.23286890983582,190.52506828308103
20,1000,4,8,0.7219070869530952,27.18975019454956,178.8370475769043
20,1000,4,8,0.311454838332999,54.15478038787842,178.8370475769043
20,1000,4,8,0.4084995160726146,81.22846221923828,178.8370475769043
20,1000,4,8,0.0,108.0640470981598,178.8370475769043
20,1000,4,8,0.0,134.94709062576294,178.8370475769043
20,1000,4,6,0.0530078001136352,26.03177285194397,165.1311013698578
20,1000,4,6,0.0,51.883766174316406,165.1311013698578
20,1000,4,6,0.0,78.53327012062073,165.1311013698578
20,1000,4,6,0.3199145028009071,106.83272671699524,165.1311013698578
20,1000,4,6,0.5812187061786572,135.45655179023743,165.1311013698578
20,1000,4,4,1.543444325975743,29.741028785705566,151.1130006313324
20,1000,4,4,0.0,57.2486412525177,151.1130006313324
20,1000,4,4,0.0,84.79353046417236,151.1130006313324
20,1000,4,4,0.0,112.37937879562378,151.1130006313324
20,1000,4,4,0.0024839089489763,139.82734608650208,151.1130006313324
20,1000,4,4,0.1555270236507899,28.27510666847229,16.816996335983276
20,1000,4,4,0.0,56.41288208961487,16.816996335983276
20,1000,4,4,0.840857950635804,84.71587872505188,16.816996335983276
20,1000,4,4,0.1207486718046106,113.00358986854552,16.816996335983276
20,1000,4,4,1.5102147073504386,141.6893093585968,16.816996335983276
20,1000,4,6,0.0612969468858698,26.070303678512573,171.35402703285217
20,1000,4,6,0.0,52.34039115905762,171.35402703285217
20,1000,4,6,0.0,78.52217745780945,171.35402703285217
20,1000,4,6,2.2276995252654226,104.45170092582704,171.35402703285217
20,1000,4,6,0.2525563147215858,130.48560166358948,171.35402703285217
20,1000,4,8,0.0,24.776100635528564,177.6068470478058
20,1000,4,8,0.6213985926714135,49.59174132347107,177.6068470478058
20,1000,4,8,1.041915652479969,74.14716029167175,177.6068470478058
20,1000,4,8,0.0,98.77757620811462,177.6068470478058
20,1000,4,8,0.4397379861934304,123.56956505775452,177.6068470478058
20,1000,4,10,0.6748122892851423,24.684120416641235,194.95218968391416
20,1000,4,10,0.0,49.51749491691589,194.95218968391416
20,1000,4,10,0.0203057841613977,74.06258010864258,194.95218968391416
20,1000,4,10,0.9333115727007189,98.64506459236144,194.95218968391416
20,1000,4,10,0.6932154445918187,123.1456184387207,194.95218968391416
20,1000,4,12,0.2957632352166546,23.56101894378662,218.5032651424408
20,1000,4,12,1.3019932708603772,46.89503860473633,218.5032651424408
20,1000,4,12,2.962171446973497,70.0905134677887,218.5032651424408
20,1000,4,12,0.0168071183163811,93.43652868270874,218.5032651424408
20,1000,4,12,0.0,116.69351434707642,218.5032651424408
20,1000,4,14,1.195385558015574,21.894739151000977,230.13085675239563
20,1000,4,14,0.5465483400143062,43.675588607788086,230.13085675239563
20,1000,4,14,0.0,65.47430419921875,230.13085675239563
20,1000,4,14,2.6724826606075007,87.33181405067444,230.13085675239563
20,1000,4,14,3.808424610039962,109.3906795978546,230.13085675239563
20,1000,4,16,1.0237911915694835,22.03471279144287,246.25805926322937
20,1000,4,16,0.1735206763154183,44.00123453140259,246.25805926322937
20,1000,4,16,0.6677202213046717,66.0288827419281,246.25805926322937
20,1000,4,16,0.0,88.1023063659668,246.25805926322937
20,1000,4,16,0.0,110.23897218704224,246.25805926322937
20,1000,4,18,0.0598310492052218,20.7777636051178,278.0156121253968
20,1000,4,18,0.0,41.47727131843567,278.0156121253968
20,1000,4,18,0.0,62.27931618690491,278.0156121253968
20,1000,4,18,0.4633603432731026,82.87882328033447,278.0156121253968
20,1000,4,18,0.5006131290658451,103.48300886154176,278.0156121253968
20,1000,4,20,3.178552021804594,20.16095542907715,289.6706340312958
20,1000,4,20,0.0,40.474833726882935,289.6706340312958
20,1000,4,20,0.0,63.1716833114624,289.6706340312958
20,1000,4,20,0.0,88.08633875846863,289.6706340312958
20,1000,4,20,0.2044820059406317,112.0985860824585,289.6706340312958
20,1000,4,4,0.1555270236507899,28.41374707221985,18.464396238327023
20,1000,4,4,0.0,56.62441968917847,18.464396238327023
20,1000,4,4,0.840857950635804,84.87537431716919,18.464396238327023
20,1000,4,4,0.1207486718046106,113.06202006340028,18.464396238327023
20,1000,4,4,1.5102147073504386,141.3037714958191,18.464396238327023
20,1000,4,6,0.0612969468858698,26.043988943099976,171.97223782539368
20,1000,4,6,0.0,52.16843366622925,171.97223782539368
20,1000,4,6,0.0,78.1564450263977,171.97223782539368
20,1000,4,6,2.2276995252654226,104.00330448150636,171.97223782539368
20,1000,4,6,0.2525563147215858,129.90896272659302,171.97223782539368
20,1000,4,8,0.0,24.46723198890686,177.1863899230957
20,1000,4,8,0.6213985926714135,48.97023797035217,177.1863899230957
20,1000,4,8,1.041915652479969,73.44793319702148,177.1863899230957
20,1000,4,8,0.0,97.9200677871704,177.1863899230957
20,1000,4,8,0.4397379861934304,122.61087465286256,177.1863899230957
20,1000,4,10,0.6748122892851423,26.518136501312256,194.928745508194
20,1000,4,10,0.0,55.01014018058777,194.928745508194
20,1000,4,10,0.0203057841613977,83.40668106079102,194.928745508194
20,1000,4,10,0.9333115727007189,111.8123586177826,194.928745508194
20,1000,4,10,0.6932154445918187,141.04357147216797,194.928745508194
20,1000,4,12,0.2957632352166546,27.3712739944458,255.60319566726685
20,1000,4,12,1.3019932708603772,54.42023158073425,255.60319566726685
20,1000,4,12,2.962171446973497,82.0757622718811,255.60319566726685
20,1000,4,12,0.0168071183163811,109.42419600486755,255.60319566726685
20,1000,4,12,0.0,137.61258673667908,255.60319566726685
20,1000,4,14,1.195385558015574,25.5484139919281,278.6765856742859
20,1000,4,14,0.5465483400143062,50.80515170097351,278.6765856742859
20,1000,4,14,0.0,76.25567698478699,278.6765856742859
20,1000,4,14,2.6724826606075007,101.35681796073914,278.6765856742859
20,1000,4,14,3.808424610039962,126.5636613368988,278.6765856742859
