num_sensitive,bm_size,r,p_degree,KLD_value,KLD_exec_time,CAHD_exec_time
6,1000,4,10,0.9103637003376216,9.25453233718872,53.35185861587525
6,1000,4,10,0.0,13.83612060546875,53.35185861587525
6,1000,4,10,0.0,18.439682722091675,53.35185861587525
6,1000,4,10,0.0,23.05934858322144,53.35185861587525
8,1000,4,10,0.1570581296823723,6.950244903564453,69.66754627227783
8,1000,4,10,0.946253440509601,14.49876618385315,69.66754627227783
8,1000,4,10,0.0,21.341463088989254,69.66754627227783
8,1000,4,10,0.0,28.20275449752808,69.66754627227783
8,1000,4,10,0.0,35.163408041000366,69.66754627227783
10,1000,4,10,0.0,9.316705465316772,85.74493432044983
10,1000,4,10,0.1428397151332426,18.67634510993957,85.74493432044983
10,1000,4,10,0.0307086863191963,27.78102970123291,85.74493432044983
10,1000,4,10,0.1428397151332426,35.52917218208313,85.74493432044983
10,1000,4,10,0.0163199488670969,43.61721134185791,85.74493432044983
12,1000,4,10,0.3439130951218077,9.451623678207396,85.70590472221375
12,1000,4,10,0.182375937666662,19.00126361846924,85.70590472221375
12,1000,4,10,0.0,28.39632296562195,85.70590472221375
12,1000,4,10,0.3183750133744389,37.89154934883118,85.70590472221375
12,1000,4,10,0.0,47.40011739730835,85.70590472221375
14,1000,4,10,0.590885179598324,13.31653094291687,101.17266631126404
14,1000,4,10,0.8850507453764737,26.62091565132141,101.17266631126404
14,1000,4,10,0.1473025061928715,39.86377453804016,101.17266631126404
14,1000,4,10,1.4373079787220673,53.04108190536499,101.17266631126404
14,1000,4,10,0.0202027073175192,66.26829528808594,101.17266631126404
16,1000,4,10,0.4542181110988973,16.568371534347534,124.93999910354614
16,1000,4,10,0.0461503390757334,33.257604122161865,124.93999910354614
16,1000,4,10,0.82336259915743,49.84105396270752,124.93999910354614
16,1000,4,10,0.1465596423400046,66.46258926391602,124.93999910354614
16,1000,4,10,0.1896622793949601,82.94431900978088,124.93999910354614
18,1000,4,10,0.1477301318936536,22.1527636051178,156.39566707611084
18,1000,4,10,0.0246187516817917,44.38114881515503,156.39566707611084
18,1000,4,10,0.0269675196589594,66.44235706329346,156.39566707611084
18,1000,4,10,0.0,88.73727822303772,156.39566707611084
18,1000,4,10,0.0,110.96202683448792,156.39566707611084
20,1000,4,10,0.3128022060855689,25.99747967720032,187.8138177394867
20,1000,4,10,0.0,52.02095866203308,187.8138177394867
20,1000,4,10,1.4355124049660029,78.140620470047,187.8138177394867
20,1000,4,10,0.1857667777073888,103.94953989982604,187.8138177394867
20,1000,4,10,2.5185266417711416,129.45345449447632,187.8138177394867
4,1000,4,10,0.0062696130135953,3.253664970397949,47.05842685699463
4,1000,4,10,0.1247309933068941,6.500069856643677,47.05842685699463
4,1000,4,10,0.0,9.764466285705566,47.05842685699463
4,1000,4,10,0.0,13.009671211242676,47.05842685699463
4,1000,4,10,0.0,16.286006689071655,47.05842685699463
6,1000,4,10,0.1570581296823723,4.748762369155884,58.09994316101074
6,1000,4,10,0.9103637003376216,9.439923286437988,58.09994316101074
6,1000,4,10,0.0,14.163387537002563,58.09994316101074
6,1000,4,10,0.0,18.91398668289185,58.09994316101074
6,1000,4,10,0.0,23.891353845596317,58.09994316101074
8,1000,4,10,0.1570581296823723,6.514326810836792,72.18402361869812
8,1000,4,10,0.946253440509601,12.939486980438232,72.18402361869812
8,1000,4,10,0.0,19.41218328475952,72.18402361869812
8,1000,4,10,0.0,25.447551250457764,72.18402361869812
8,1000,4,10,0.0,31.30587649345398,72.18402361869812
10,1000,4,10,0.0,8.114986181259155,79.24396777153015
10,1000,4,10,0.1428397151332426,16.93768548965454,79.24396777153015
10,1000,4,10,0.0307086863191963,27.43534064292908,79.24396777153015
10,1000,4,10,0.1428397151332426,37.18127727508545,79.24396777153015
10,1000,4,10,0.0163199488670969,46.63579607009888,79.24396777153015
12,1000,4,10,0.3439130951218077,11.78689169883728,104.94411396980286
12,1000,4,10,0.182375937666662,24.23774290084839,104.94411396980286
12,1000,4,10,0.0,35.598103284835815,104.94411396980286
12,1000,4,10,0.3183750133744389,46.86545610427856,104.94411396980286
12,1000,4,10,0.0,58.24667143821716,104.94411396980286
14,1000,4,10,0.590885179598324,16.010687112808228,132.14006996154785
14,1000,4,10,0.8850507453764737,32.107937812805176,132.14006996154785
14,1000,4,10,0.1473025061928715,47.99472403526306,132.14006996154785
14,1000,4,10,1.4373079787220673,64.04095411300659,132.14006996154785
14,1000,4,10,0.0202027073175192,80.07183623313904,132.14006996154785
16,1000,4,10,0.4542181110988973,19.44654631614685,154.83418536186218
16,1000,4,10,0.0461503390757334,39.01396536827088,154.83418536186218
16,1000,4,10,0.82336259915743,61.118011474609375,154.83418536186218
16,1000,4,10,0.1465596423400046,80.11725807189941,154.83418536186218
16,1000,4,10,0.1896622793949601,99.69026017189026,154.83418536186218
18,1000,4,10,0.1477301318936536,26.003197193145752,196.20800375938416
18,1000,4,10,0.0246187516817917,61.39237809181213,196.20800375938416
18,1000,4,10,0.0269675196589594,94.61073327064514,196.20800375938416
18,1000,4,10,0.0,118.9166703224182,196.20800375938416
18,1000,4,10,0.0,146.03415894508362,196.20800375938416
20,1000,4,10,0.3128022060855689,37.27355217933655,247.30840706825256
20,1000,4,10,0.0,67.35014319419861,247.30840706825256
20,1000,4,10,1.4355124049660029,97.58601379394533,247.30840706825256
20,1000,4,10,0.1857667777073888,129.21795558929443,247.30840706825256
20,1000,4,10,2.5185266417711416,160.8222975730896,247.30840706825256
4,1000,4,10,0.0062696130135953,2.643577337265014,38.03158855438232
4,1000,4,10,0.1247309933068941,5.677400350570679,38.03158855438232
4,1000,4,10,0.0,8.944116115570068,38.03158855438232
4,1000,4,10,0.0,12.192054748535156,38.03158855438232
4,1000,4,10,0.0,15.261049032211304,38.03158855438232
6,1000,4,10,0.1570581296823723,4.743729114532471,49.62964510917664
6,1000,4,10,0.9103637003376216,9.074154615402222,49.62964510917664
6,1000,4,10,0.0,13.343195915222168,49.62964510917664
6,1000,4,10,0.0,17.60245156288147,49.62964510917664
6,1000,4,10,0.0,21.86575961112976,49.62964510917664
8,1000,4,10,0.1570581296823723,7.673042297363281,62.83398032188416
8,1000,4,10,0.946253440509601,14.718947410583496,62.83398032188416
8,1000,4,10,0.0,21.67319107055664,62.83398032188416
8,1000,4,10,0.0,28.53408932685852,62.83398032188416
8,1000,4,10,0.0,35.423370122909546,62.83398032188416
10,1000,4,10,0.0,9.366396188735962,85.46062755584717
10,1000,4,10,0.1428397151332426,18.770760774612427,85.46062755584717
10,1000,4,10,0.0307086863191963,28.712030172348022,85.46062755584717
10,1000,4,10,0.1428397151332426,39.1579954624176,85.46062755584717
10,1000,4,10,0.0163199488670969,48.58337807655335,85.46062755584717
12,1000,4,10,0.3439130951218077,11.422218561172484,100.68838548660278
12,1000,4,10,0.182375937666662,23.016578674316406,100.68838548660278
12,1000,4,10,0.0,34.65186333656311,100.68838548660278
12,1000,4,10,0.3183750133744389,46.07496333122253,100.68838548660278
12,1000,4,10,0.0,57.62780213356018,100.68838548660278
14,1000,4,10,0.590885179598324,14.494104146957396,122.18612027168274
14,1000,4,10,0.8850507453764737,28.95466184616089,122.18612027168274
14,1000,4,10,0.1473025061928715,43.67663335800171,122.18612027168274
14,1000,4,10,1.4373079787220673,58.37712287902832,122.18612027168274
14,1000,4,10,0.0202027073175192,72.52587532997131,122.18612027168274
16,1000,4,10,0.4542181110988973,21.767374992370605,143.63985919952393
16,1000,4,10,0.0461503390757334,45.66505599021912,143.63985919952393
16,1000,4,10,0.82336259915743,67.72009086608887,143.63985919952393
16,1000,4,10,0.1465596423400046,87.93469882011414,143.63985919952393
16,1000,4,10,0.1896622793949601,109.88256669044496,143.63985919952393
18,1000,4,10,0.1477301318936536,28.337183952331543,198.86148762702945
18,1000,4,10,0.0246187516817917,57.13789701461792,198.86148762702945
18,1000,4,10,0.0269675196589594,85.52250337600708,198.86148762702945
18,1000,4,10,0.0,112.53755331039427,198.86148762702945
18,1000,4,10,0.0,135.92398691177368,198.86148762702945
20,1000,4,10,0.3128022060855689,26.201462268829346,213.8570272922516
20,1000,4,10,0.0,52.39579677581787,213.8570272922516
20,1000,4,10,1.4355124049660029,78.70514035224915,213.8570272922516
20,1000,4,10,0.1857667777073888,104.8592095375061,213.8570272922516
20,1000,4,10,2.5185266417711416,131.3271188735962,213.8570272922516
