num_sensitive,bm_size,r,p_degree,KLD_value,KLD_exec_time,CAHD_exec_time
4,1000,4,10,0.007254124937836844,28,36
6,1000,4,10,0.07184494783601633,28,33
8,1000,4,10,0.0,28,39
10,1000,4,10,0.05783001522833213,28,43
12,1000,4,10,0.0,28,44
14,1000,4,10,0.10649285249405879,28,56
16,1000,4,10,0.10115171401332873,28,62
18,1000,4,10,0.006269613013595395,28,78
20,1000,4,10,0.0,28,80
