num_sensitive,bm_size,r,p_degree,KLD_value,KLD_exec_time,CAHD_exec_time
4,1000,4,20,0.006269613013595395,28,99
6,1000,4,20,0.0,28,111
8,1000,4,20,0.009419221916491558,28,114
10,1000,4,20,0.015748356968139112,28,123
12,1000,4,20,0.006269613013595395,28,148
14,1000,4,20,0.0,28,164
16,1000,4,20,0.0,28,169
18,1000,4,20,0.0,28,197
20,1000,4,20,0.04800921918636066,28,193
